File: effectiveT3_positive_training.faa lines: 174
Id,Description,Score,is Effective
Arsenophonus_nasoniae#CBA72798#,,1.000000000000000,true
Burkholderia_pseudomallei#3GQM_A#,,1.000000000000000,true
Chlamydia_trachomatis#O84235#,,1.000000000000000,true
Chlamydia_trachomatis#O84236#,,1.000000000000000,true
Chlamydia_trachomatis#Q3KMQ0#,,1.000000000000000,true
Chlamydophila_caviae#O30783#,,1.000000000000000,true
Chlamydophila_caviae#Q46210#,,1.000000000000000,true
Chlamydophila_pneumoniae#Q9Z7Y1#,,1.000000000000000,true
Chlamydophila_pneumoniae#Q9Z8Z8#,,1.000000000000000,true
Citrobacter_rodentium#AAU95471#,,1.000000000000000,true
Citrobacter_rodentium#CBG90573#,,1.000000000000000,true
Citrobacter_rodentium#YP_003367517#,,1.000000000000000,true
Edwardsiella_tarda#AAX76903#,,1.000000000000000,true
Edwardsiella_tarda#YP_003294926#,,1.000000000000000,true
Escherichia_coli#BAF45424#,,1.000000000000000,true
Escherichia_coli#BAF96539#,,1.000000000000000,true
Escherichia_coli#BAF96541#,,1.000000000000000,true
Escherichia_coli#BAG66724#,,1.000000000000000,true
Escherichia_coli#Q47184#,,1.000000000000000,true
Escherichia_coli#Q8XC86#,,1.000000000000000,true
Escherichia_coli#YP_002328981#,,1.000000000000000,true
Escherichia_coli#YP_003076800#,,1.000000000000000,true
Escherichia_coli#YP_003076801#,,1.000000000000000,true
Escherichia_coli#YP_003232132#,,1.000000000000000,true
Pseudomonas_syringae#P13835#,,1.000000000000000,true
Pseudomonas_syringae#Q48DU8#,,1.000000000000000,true
Pseudomonas_syringae#Q52394#,,1.000000000000000,true
Pseudomonas_syringae#Q6LAD6#,,1.000000000000000,true
Pseudomonas_syringae#Q7PC42#,,1.000000000000000,true
Pseudomonas_syringae#Q87W65#,,1.000000000000000,true
Pseudomonas_syringae#Q87X57#,,1.000000000000000,true
Pseudomonas_syringae#Q87XS5#,,1.000000000000000,true
Pseudomonas_syringae#Q882F0#,,1.000000000000000,true
Pseudomonas_syringae#Q8RK06#,,1.000000000000000,true
Pseudomonas_syringae#Q8RP03#,,1.000000000000000,true
Pseudomonas_syringae#Q9JP32#,,1.000000000000000,true
Pseudomonas_syringae#Q9K2L5#,,1.000000000000000,true
Salmonella_enterica#CAA12192#,,1.000000000000000,true
Salmonella_enterica#O84947#,,1.000000000000000,true
Salmonella_enterica#Q56135#,,1.000000000000000,true
Salmonella_enterica#Q7BVH7#,,1.000000000000000,true
Salmonella_enterica#Q8VQB5#,,1.000000000000000,true
Shigella_flexneri#P18014#,,1.000000000000000,true
Shigella_sonnei#Q3YTK0#,,1.000000000000000,true
Xanthomonas_axonopodis#AAP34334#,,1.000000000000000,true
Yersinia_pestis#1HUF_A#,,1.000000000000000,true
Yersinia_pestis#NP_857953#,,1.000000000000000,true
Yersinia_pseudotuberculosis#1L2W_I#,,1.000000000000000,true
Yersinia_pseudotuberculosis#P31498#,,1.000000000000000,true
Yersinia_pseudotuberculosis#YP_001874613#,,1.000000000000000,true
Pseudomonas_syringae#Q88AB8#,,1.000000000000000,true
Arsenophonus_nasoniae#CBA72793#,,1.000000000000000,true
Escherichia_coli#BAF52549#,,1.000000000000000,true
Chlamydophila_pneumoniae#Q9Z8P6#,,1.000000000000000,true
Pantoea_stewartii#AAG01467#,,0.999999999999999,true
Citrobacter_rodentium#YP_003363979#,,0.999999999999999,true
Salmonella_enterica#CAA12191#,,0.999999999999998,true
Pseudomonas_syringae#Q888Y1#,,0.999999999999996,true
Escherichia_coli#ACT73694#,,0.999999999999985,true
Salmonella_typhimurium#Q8ZNR3#,,0.999999999999925,true
Edwardsiella_tarda#YP_003294925#,,0.999999999999907,true
Aeromonas_hydrophila#AAR26341#,,0.999999999999880,true
Pseudomonas_syringae#Q88BF6#,,0.999999999999669,true
Pseudomonas_aeruginosa#ABD94731#,,0.999999999999440,true
Aeromonas_hydrophila#AAS91821#,,0.999999999999284,true
Citrobacter_rodentium#AAS48168#,,0.999999999999186,true
Pseudomonas_syringae#Q9F3T4#,,0.999999999999090,true
Ralstonia_solanacearum#BAH47294#,,0.999999999998821,true
